Loan_ID,Dependents,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,LoanAmountToIncome,EMI,EMIToIncome,Log_LoanAmount,Log_TotalIncome,Has_Coapplicant,Area_Semiurban,Area_Urban,Gender_Male,Married_Yes,SelfEmployed_Yes
LP001106,0.0,1,2275.0,2067.0,128.0,360.0,1.0,1,4342.0,0.029472714713331797,0.35555555555555557,8.186865198147723e-05,4.859812404361672,8.376320632534823,1,False,True,True,True,False
LP001109,0.0,1,1828.0,1330.0,100.0,360.0,0.0,0,3158.0,0.03165558721114277,0.2777777777777778,8.79321866976188e-05,4.61512051684126,8.058010800802085,1,False,True,True,True,False
LP001112,0.0,1,3667.0,1459.0,144.0,360.0,1.0,1,5126.0,0.028086600351082503,0.4,7.801833430856252e-05,4.976733742420574,8.5422759717837,1,True,False,False,True,False
LP001114,0.0,1,4166.0,7210.0,184.0,360.0,1.0,1,11376.0,0.016172980574843985,0.5111111111111111,4.4924946041233286e-05,5.220355825078324,9.339349052539717,1,False,True,True,False,False
LP001116,0.0,0,3748.0,1668.0,110.0,360.0,1.0,1,5416.0,0.020306442680450433,0.3055555555555556,5.640678522347343e-05,4.709530201312334,8.597297435657898,1,True,False,True,False,False
LP001119,0.0,1,3600.0,0.0,80.0,360.0,1.0,0,3600.0,0.022216051096917523,0.2222222222222222,6.171125304699311e-05,4.394449154672439,8.188966863648876,0,False,True,True,False,False
LP001120,0.0,1,1800.0,1213.0,47.0,360.0,1.0,1,3013.0,0.015593895155938951,0.13055555555555556,4.3316375433163754e-05,3.871201010907891,8.01102337918644,1,False,True,True,False,False
LP001123,0.0,1,2400.0,0.0,75.0,360.0,1.0,1,2400.0,0.03123698458975427,0.20833333333333334,8.67694016382063e-05,4.330733340286331,7.783640596221253,0,False,True,True,True,False
LP001131,0.0,1,3941.0,2336.0,134.0,360.0,1.0,1,6277.0,0.021344377190187957,0.37222222222222223,5.9289936639411e-05,4.90527477843843,8.744806737401898,1,True,False,True,True,False
LP001136,0.0,0,4695.0,0.0,96.0,360.0,1.0,1,4695.0,0.020442930153321975,0.26666666666666666,5.6785917092561044e-05,4.574710978503383,8.454466361507933,0,False,True,True,True,True
LP001137,0.0,1,3410.0,0.0,88.0,360.0,1.0,1,3410.0,0.0257988859571973,0.24444444444444444,7.166357210332584e-05,4.48863636973214,8.134760782418645,0,False,True,False,False,False
LP001138,1.0,1,5649.0,0.0,44.0,360.0,1.0,1,5649.0,0.007787610619469027,0.12222222222222222,2.1632251720747296e-05,3.8066624897703196,8.639410824140487,0,False,True,True,True,False
LP001144,0.0,1,5821.0,0.0,144.0,360.0,1.0,1,5821.0,0.024733768464445208,0.4,6.870491240123669e-05,4.976733742420574,8.669399124305569,0,False,True,True,True,False
LP001146,0.0,1,2645.0,3440.0,120.0,360.0,0.0,0,6085.0,0.019717384160368057,0.3333333333333333,5.477051155657793e-05,4.795790545596741,8.713746330456916,1,False,True,False,True,False
LP001151,0.0,1,4000.0,2275.0,144.0,360.0,1.0,1,6275.0,0.022944550669216062,0.4,6.373486297004462e-05,4.976733742420574,8.744488113852924,1,True,False,False,False,False
LP001155,0.0,0,1928.0,1644.0,100.0,360.0,1.0,1,3572.0,0.027987685418415897,0.2777777777777778,7.774357060671082e-05,4.61512051684126,8.181160858023409,1,True,False,False,True,False
LP001157,0.0,1,3086.0,0.0,120.0,360.0,1.0,1,3086.0,0.038872691933916424,0.3333333333333333,0.0001079796998164345,4.795790545596741,8.034955024502159,0,True,False,False,False,False
LP001164,0.0,1,4230.0,0.0,112.0,360.0,1.0,0,4230.0,0.02647128338454266,0.3111111111111111,7.353134273484072e-05,4.727387818712341,8.350193650720067,0,True,False,False,False,False
LP001179,2.0,1,4616.0,0.0,134.0,360.0,1.0,0,4616.0,0.02902317522200563,0.37222222222222223,8.061993117223786e-05,4.90527477843843,8.43750042250699,0,False,True,True,True,False
LP001186,1.0,1,11500.0,0.0,286.0,360.0,0.0,0,11500.0,0.024867402834536128,0.7944444444444444,6.907611898482257e-05,5.659482215759621,9.350189267092581,0,False,True,False,True,True
LP001194,2.0,1,2708.0,1167.0,97.0,360.0,1.0,1,3875.0,0.02502579979360165,0.26944444444444443,6.951611053778237e-05,4.584967478670572,8.262558973010657,1,True,False,True,True,False
LP001195,0.0,1,2132.0,1591.0,96.0,360.0,1.0,1,3723.0,0.02577873254564984,0.26666666666666666,7.160759040458288e-05,4.574710978503383,8.222553638396958,1,True,False,True,True,False
LP001197,0.0,1,3366.0,2200.0,135.0,360.0,1.0,0,5566.0,0.02425004490749057,0.375,6.736123585414047e-05,4.912654885736052,8.624611588183507,1,False,False,True,True,False
LP001198,1.0,1,8080.0,2250.0,180.0,360.0,1.0,1,10330.0,0.017423289129803503,0.5,4.839802536056529e-05,5.198497031265826,9.242904362849446,1,False,True,True,True,False
LP001199,2.0,0,3357.0,2859.0,144.0,360.0,1.0,1,6216.0,0.023162296927778672,0.4,6.43397136882741e-05,4.976733742420574,8.735042754269337,1,False,True,True,True,False
LP001205,0.0,1,2500.0,3796.0,120.0,360.0,1.0,1,6296.0,0.019056693663649357,0.3333333333333333,5.293526017680377e-05,4.795790545596741,8.747828608488742,1,False,True,True,True,False
LP001206,3.0,1,3029.0,0.0,99.0,360.0,1.0,1,3029.0,0.032673267326732675,0.275,9.075907590759076e-05,4.605170185988092,8.016317898503415,0,False,True,True,True,False
LP001207,0.0,0,2609.0,3449.0,165.0,180.0,0.0,0,6058.0,0.027232216537382406,0.9166666666666666,0.0001512900918743467,5.111987788356544,8.70930004894499,1,False,False,True,True,True
LP001213,1.0,1,4945.0,0.0,128.0,360.0,0.0,0,4945.0,0.02587949858471492,0.35555555555555557,7.188749606865256e-05,4.859812404361672,8.506334448081361,0,False,False,True,True,False
LP001222,0.0,1,4166.0,0.0,116.0,360.0,0.0,0,4166.0,0.027837772978161746,0.32222222222222224,7.732714716156042e-05,4.762173934797756,8.334951631422454,0,True,False,False,False,False
LP001225,0.0,1,5726.0,4595.0,258.0,360.0,1.0,0,10321.0,0.024995155977523737,0.7166666666666667,6.943098882645482e-05,5.556828061699537,9.242032818708672,1,True,False,True,True,False
LP001228,0.0,0,3200.0,2254.0,126.0,180.0,0.0,0,5454.0,0.0230980751604033,0.7,0.00012832263978001832,4.844187086458591,8.604287898267172,1,False,True,True,False,False
LP001233,1.0,1,10750.0,0.0,293.4000000000001,360.0,1.0,1,10750.0,0.027290484606083163,0.8150000000000003,7.580690168356435e-05,5.6849393868547216,9.282754052485227,0,False,True,True,True,False
LP001238,3.0,0,7100.0,0.0,125.0,60.0,1.0,1,7100.0,0.017603154485283764,2.0833333333333335,0.0002933859080880627,4.836281906951478,8.867990898182093,0,False,True,True,True,True
LP001241,0.0,1,4300.0,0.0,136.0,360.0,0.0,0,4300.0,0.03162055335968379,0.37777777777777777,8.783487044356609e-05,4.919980925828125,8.366602832783736,0,True,False,False,False,False
LP001243,0.0,1,3208.0,3066.0,172.0,360.0,1.0,1,6274.0,0.02741035856573705,0.4777777777777778,7.613988490482515e-05,5.153291594497779,8.744328763999984,1,False,True,True,True,False
LP001245,2.0,0,1875.0,1875.0,97.0,360.0,1.0,1,3750.0,0.025859770727805917,0.26944444444444443,7.183269646612755e-05,4.584967478670572,8.229777750081887,1,True,False,True,True,True
LP001248,0.0,1,3500.0,0.0,81.0,300.0,1.0,1,3500.0,0.02313624678663239,0.27,7.712082262210797e-05,4.406719247264253,8.160803920954665,0,True,False,True,False,False
LP001250,3.0,0,4755.0,0.0,95.0,360.0,0.0,0,4755.0,0.019974768713204374,0.2638888888888889,5.548546864778993e-05,4.564348191467836,8.467162257810672,0,True,False,True,True,False
LP001253,3.0,1,5266.0,1774.0,187.0,360.0,1.0,1,7040.0,0.02655872745348672,0.5194444444444445,7.377424292635201e-05,5.236441962829949,8.859505484519133,1,True,False,True,True,True
LP001255,0.0,1,3750.0,0.0,113.0,480.0,1.0,0,3750.0,0.030125299920021328,0.23541666666666666,6.276104150004443e-05,4.736198448394496,8.229777750081887,0,False,True,True,False,False
LP001256,0.0,1,3750.0,4750.0,176.0,360.0,1.0,0,8500.0,0.0207034466533349,0.4888888888888889,5.750957403704139e-05,5.176149732573829,9.04793908261736,1,False,True,True,False,False
LP001259,1.0,1,1025.0,3022.0,110.0,360.0,1.0,0,4047.0,0.02717391304347826,0.3055555555555556,7.548309178743962e-05,4.709530201312334,8.305978210967302,1,False,True,True,True,True
LP001263,3.0,1,3167.0,4000.0,180.0,300.0,0.0,0,7167.0,0.025111607142857144,0.6,8.370535714285714e-05,5.198497031265826,8.877381954654766,1,True,False,True,True,False
LP001264,3.0,0,3333.0,2166.0,130.0,360.0,1.0,1,5499.0,0.023636363636363636,0.3611111111111111,6.565656565656565e-05,4.875197323201151,8.612503371220562,1,True,False,True,True,True
LP001265,0.0,1,3846.0,0.0,111.0,360.0,1.0,1,3846.0,0.028853652196516765,0.30833333333333335,8.014903387921324e-05,4.718498871295094,8.255048902752295,0,True,False,False,False,False
LP001266,1.0,1,2395.0,0.0,128.0,360.0,1.0,1,2395.0,0.05342237061769616,0.35555555555555557,0.0001483954739380449,4.859812404361672,7.78155595923534,0,True,False,True,True,True
LP001267,2.0,1,1378.0,1881.0,167.0,360.0,1.0,0,3259.0,0.05122699386503068,0.4638888888888889,0.00014229720518064076,5.123963979403259,8.089482474360754,1,False,True,False,True,False
LP001273,0.0,1,6000.0,2250.0,265.0,360.0,1.0,0,8250.0,0.03211731911283481,0.7361111111111112,8.921477531343002e-05,5.583496308781699,9.018089684104343,1,True,False,True,True,False
LP001275,1.0,1,3988.0,0.0,50.0,240.0,1.0,1,3988.0,0.012534469791927802,0.20833333333333334,5.222695746636584e-05,3.9318256327243257,8.291295851905407,0,False,True,True,True,False
LP001279,0.0,1,2366.0,2531.0,136.0,360.0,1.0,1,4897.0,0.027766435279706004,0.37777777777777777,7.712898688807222e-05,4.919980925828125,8.496582237512113,1,True,False,True,False,False
LP001280,2.0,0,3333.0,2000.0,99.0,360.0,1.0,1,5333.0,0.01856017997750281,0.275,5.155605549306337e-05,4.605170185988092,8.58185670474196,1,True,False,True,True,False
LP001282,0.0,1,2500.0,2118.0,104.0,360.0,1.0,1,4618.0,0.022515696038103484,0.28888888888888886,6.2543600105843e-05,4.653960350157523,8.437933510430605,1,True,False,True,True,False
LP001289,0.0,1,8566.0,0.0,210.0,360.0,1.0,1,8566.0,0.02451266487685304,0.5833333333333334,6.809073576903623e-05,5.351858133476067,9.055672891964043,0,False,True,True,False,False
LP001310,0.0,1,5695.0,4167.0,175.0,360.0,1.0,1,9862.0,0.017743080198722498,0.4861111111111111,4.928633388534027e-05,5.170483995038151,9.196545660953994,1,True,False,True,True,False
LP001316,0.0,1,2958.0,2900.0,131.0,360.0,1.0,1,5858.0,0.022358764294248164,0.3638888888888889,6.210767859513379e-05,4.882801922586371,8.675734219544788,1,True,False,True,True,False
LP001318,2.0,1,6250.0,5654.0,188.0,180.0,1.0,1,11904.0,0.015791684166316673,1.0444444444444445,8.77315787017593e-05,5.241747015059643,9.384713758920963,1,True,False,True,True,False
LP001319,2.0,0,3273.0,1820.0,81.0,360.0,1.0,1,5093.0,0.015901060070671377,0.225,4.416961130742049e-05,4.406719247264253,8.535818655539403,1,False,True,True,True,False
LP001322,0.0,1,4133.0,0.0,122.0,360.0,1.0,1,4133.0,0.029511369134010642,0.3388888888888889,8.197602537225179e-05,4.812184355372417,8.327000740241713,0,True,False,True,False,False
LP001325,0.0,0,3620.0,0.0,25.0,120.0,1.0,1,3620.0,0.006904170118751726,0.20833333333333334,5.753475098959772e-05,3.258096538021482,8.19450550976564,0,True,False,True,False,False
LP001326,0.0,1,6782.0,0.0,128.0,360.0,1.0,0,6782.0,0.018870706177207725,0.35555555555555557,5.241862827002146e-05,4.859812404361672,8.82217476094608,0,False,True,True,False,False
LP001327,0.0,1,2484.0,2302.0,137.0,360.0,1.0,1,4786.0,0.028619176937539167,0.38055555555555554,7.949771371538657e-05,4.927253685157205,8.473659189392508,1,True,False,False,True,False
LP001333,0.0,1,1977.0,997.0,50.0,360.0,1.0,1,2974.0,0.01680672268907563,0.1388888888888889,4.6685340802987865e-05,3.9318256327243257,7.99799931797973,1,True,False,True,True,False
LP001334,0.0,0,4188.0,0.0,115.0,180.0,1.0,1,4188.0,0.027452852709477202,0.6388888888888888,0.00015251584838598444,4.7535901911063645,8.340217320947035,0,True,False,True,True,False
LP001343,0.0,1,1759.0,3541.0,131.0,360.0,1.0,1,5300.0,0.024712318430484815,0.3638888888888889,6.864532897356893e-05,4.882801922586371,8.575650760987806,1,True,False,True,True,False
LP001345,2.0,0,4288.0,3263.0,133.0,180.0,1.0,1,7551.0,0.017611228813559324,0.7388888888888889,9.784016007532958e-05,4.897839799950911,8.929567707825337,1,False,True,True,True,False
LP001349,0.0,1,4843.0,3806.0,151.0,360.0,1.0,1,8649.0,0.017456647398843932,0.41944444444444445,4.849068721901092e-05,5.0238805208462765,9.065314599925925,1,True,False,True,False,False
LP001350,0.0,1,13650.0,0.0,128.0,360.0,1.0,1,13650.0,0.0093766024467072,0.35555555555555557,2.6046117907520005e-05,4.859812404361672,9.521568058002977,0,False,True,True,True,False
LP001356,0.0,1,4652.0,3583.0,128.0,360.0,1.0,1,8235.0,0.015541525012141816,0.35555555555555557,4.317090281150505e-05,4.859812404361672,9.01627006814768,1,True,False,True,True,False
LP001357,0.0,1,3816.0,754.0,160.0,360.0,1.0,1,4570.0,0.03500328155764603,0.4444444444444444,9.723133766012785e-05,5.081404364984463,8.427487278331744,1,False,True,True,True,False
LP001367,1.0,1,3052.0,1030.0,100.0,360.0,1.0,1,4082.0,0.02449179524859172,0.2777777777777778,6.803276457942145e-05,4.61512051684126,8.314587291319576,1,False,True,True,True,False
LP001369,2.0,1,11417.0,1126.0,225.0,360.0,1.0,1,12543.0,0.01793686224489796,0.625,4.982461734693878e-05,5.420534999272286,9.436997742590188,1,False,True,True,True,False
LP001370,0.0,0,7333.0,0.0,120.0,360.0,1.0,0,7333.0,0.01636214889555495,0.3333333333333333,4.5450413598763745e-05,4.795790545596741,8.900276348631271,0,False,False,True,False,False
LP001379,2.0,1,3800.0,3600.0,216.0,360.0,0.0,0,7400.0,0.029185245237130116,0.6,8.107012565869476e-05,5.37989735354046,8.909370405197466,1,False,True,True,True,False
LP001384,3.0,0,2071.0,754.0,94.0,480.0,1.0,1,2825.0,0.03326256192498231,0.19583333333333333,6.929700401037981e-05,4.553876891600541,7.946617563244473,1,True,False,True,True,False
LP001385,0.0,1,5316.0,0.0,136.0,360.0,1.0,1,5316.0,0.025578333646793305,0.37777777777777777,7.105092679664807e-05,4.919980925828125,8.57866451350434,0,False,True,True,False,False
LP001387,0.0,1,2929.0,2333.0,139.0,360.0,1.0,1,5262.0,0.026410792323769715,0.3861111111111111,7.336331201047142e-05,4.941642422609304,8.56845648535378,1,True,False,False,True,False
LP001391,0.0,0,3572.0,4114.0,152.0,360.0,0.0,0,7686.0,0.01977364381423182,0.4222222222222222,5.4926788372866164e-05,5.030437921392435,8.947285869349132,1,False,False,True,True,False
LP001392,1.0,1,7451.0,0.0,128.0,360.0,1.0,1,7451.0,0.017176596886741814,0.35555555555555557,4.771276912983838e-05,4.859812404361672,8.916237731721479,0,True,False,False,False,True
LP001398,0.0,1,5050.0,0.0,118.0,360.0,1.0,1,5050.0,0.02336171055236587,0.3277777777777778,6.489364042323852e-05,4.77912349311153,8.527341522468053,0,True,False,True,False,False
LP001401,1.0,1,14583.0,0.0,185.0,180.0,1.0,1,14583.0,0.012685134393856282,1.0277777777777777,7.047296885475711e-05,5.225746673713202,9.5876803163585,0,False,False,True,True,False
LP001404,0.0,1,3167.0,2283.0,154.0,360.0,1.0,1,5450.0,0.028251696936341955,0.42777777777777776,7.847693593428321e-05,5.043425116919247,8.603554357064281,1,True,False,False,True,False
LP001405,1.0,1,2214.0,1398.0,85.0,360.0,1.0,1,3612.0,0.023526155549404928,0.2361111111111111,6.535043208168035e-05,4.454347296253507,8.19229373114764,1,False,True,True,True,False
LP001421,0.0,1,5568.0,2142.0,175.0,360.0,1.0,0,7710.0,0.022694851510828687,0.4861111111111111,6.304125419674636e-05,5.170483995038151,8.95040315983296,1,False,False,True,True,False
LP001422,0.0,1,10408.0,0.0,259.0,360.0,1.0,1,10408.0,0.02488231338264963,0.7194444444444444,6.911753717402675e-05,5.560681631015528,9.250426095515468,0,False,True,False,False,False
LP001426,0.0,1,5667.0,2667.0,180.0,360.0,1.0,1,8334.0,0.021595680863827234,0.5,5.99880023995201e-05,5.198497031265826,9.028218795184895,1,False,False,True,True,False
LP001430,0.0,1,4166.0,0.0,44.0,360.0,1.0,1,4166.0,0.010559155267578594,0.12222222222222222,2.9330986854384982e-05,3.8066624897703196,8.334951631422454,0,True,False,False,False,False
LP001431,0.0,1,2137.0,8895.890000000003,137.0,360.0,0.0,1,11032.890000000003,0.01241629198768521,0.38055555555555554,3.4489699965792245e-05,4.927253685157205,9.308726724596532,1,True,False,False,False,False
LP001432,2.0,1,2957.0,0.0,81.0,360.0,1.0,1,2957.0,0.02738336713995943,0.225,7.606490872210953e-05,4.406719247264253,7.992268643270745,0,True,False,True,True,False
LP001439,0.0,0,4300.0,2014.0,194.0,360.0,1.0,1,6314.0,0.030720506730007917,0.5388888888888889,8.533474091668866e-05,5.272999558563747,8.750683034784592,1,False,False,True,True,False
LP001443,0.0,1,3692.0,0.0,93.0,360.0,1.0,1,3692.0,0.025182778229082048,0.25833333333333336,6.995216174745013e-05,4.543294782270004,8.214194414852564,0,False,False,False,False,False
LP001448,3.0,1,23803.0,0.0,293.4000000000001,360.0,1.0,1,23803.0,0.012325659553016304,0.8150000000000003,3.4237943202823066e-05,5.6849393868547216,10.077608912764743,0,False,False,True,True,False
LP001449,0.0,1,3865.0,1640.0,128.0,360.0,1.0,1,5505.0,0.023247366509262624,0.35555555555555557,6.457601808128507e-05,4.859812404361672,8.613593685702552,1,False,False,True,False,False
LP001451,1.0,1,10513.0,3850.0,160.0,180.0,0.0,0,14363.0,0.01113895850737956,0.8888888888888888,6.188310281877533e-05,5.081404364984463,9.572480355345974,1,False,True,True,True,True
LP001465,0.0,1,6080.0,2569.0,182.0,360.0,1.0,0,8649.0,0.021040462427745665,0.5055555555555555,5.844572896596018e-05,5.209486152841421,9.065314599925925,1,False,False,True,True,False
LP001469,0.0,1,20166.0,0.0,293.4000000000001,480.0,1.0,1,20166.0,0.014548519859175886,0.6112500000000002,3.0309416373283095e-05,5.6849393868547216,9.911802884139842,0,False,True,True,False,True
LP001473,0.0,1,2014.0,1929.0,74.0,360.0,1.0,1,3943.0,0.018762677484787018,0.20555555555555555,5.211854856885282e-05,4.31748811353631,8.279950715722526,1,False,True,True,False,False
LP001478,0.0,1,2718.0,0.0,70.0,360.0,1.0,1,2718.0,0.025744759102611255,0.19444444444444445,7.151321972947571e-05,4.2626798770413155,7.908019444632471,0,True,False,True,False,False
LP001482,0.0,1,3459.0,0.0,25.0,120.0,1.0,1,3459.0,0.0072254335260115606,0.20833333333333334,6.0211946050096345e-05,3.258096538021482,8.14902386805177,0,True,False,True,True,True
LP001487,0.0,1,4895.0,0.0,102.0,360.0,1.0,1,4895.0,0.020833333333333332,0.2833333333333333,5.7870370370370366e-05,4.634728988229636,8.496173824192162,0,True,False,True,False,False
LP001488,3.0,1,4000.0,7750.0,290.0,360.0,1.0,0,11750.0,0.024678750744617478,0.8055555555555556,6.855208540171522e-05,5.673323267171493,9.371693622333941,1,True,False,True,True,False
LP001489,0.0,1,4583.0,0.0,84.0,360.0,1.0,0,4583.0,0.01832460732984293,0.23333333333333334,5.090168702734148e-05,4.442651256490317,8.430327258394575,0,False,False,False,True,False
LP001491,2.0,1,3316.0,3500.0,88.0,360.0,1.0,1,6816.0,0.012908904210063077,0.24444444444444444,3.585806725017522e-05,4.48863636973214,8.827174771362785,1,False,True,True,True,True
LP001492,0.0,1,14999.0,0.0,242.0,360.0,0.0,0,14999.0,0.016133333333333333,0.6722222222222223,4.481481481481482e-05,5.493061443340548,9.615805480084347,0,True,False,True,False,False
LP001493,2.0,0,4200.0,1430.0,129.0,360.0,1.0,0,5630.0,0.02290889717634523,0.35833333333333334,6.363582548984786e-05,4.867534450455582,8.636042325254618,1,False,False,True,True,False
LP001497,2.0,1,5042.0,2083.0,185.0,360.0,1.0,0,7125.0,0.02596126859388156,0.5138888888888888,7.211463498300432e-05,5.225746673713202,8.871505346165781,1,False,False,True,True,False
